pub_year,record_type,confidence,identifier,title,creator,publisher,subject,language,ia_url,description,collection
1930,bilingual_edition,100,speecheswithengl0000cice,"The speeches, with an English translation: Pro Publio Quinctio--Pro Sexto Rosico Amerino--Pro Quinto Roscio Comoedo--De lege agraria I., II., III","Cicero, Marcus Tullius","London, W. Heinemann; New York, G.P. Putnam's Sons","Cicero, Marcus Tullius -- Translations into English; Cicero, Marcus Tullius; Speeches, addresses, etc., Latin -- Translations into English; Politics and government; Speeches, addresses, etc., Latin; Rome -- Politics and government -- Sources; Rome (Empire)",eng; lat,https://archive.org/details/speecheswithengl0000cice,"viii, 503, [1] pages 17 cm; At head of title: Cicero; Latin and English on opposite pages; Includes bibliographical references (page 9); Pro Publio Quinctio--Pro Sexto Rosico Amerino--Pro Quinto Roscio Comoedo--De lege agraria I., II., III",internetarchivebooks; fav-egopro; fav-ivanastafyev; fav-m_m_milberger
1931,bilingual_edition,100,ovidheroidesamor0000unse,Ovid with an English translation : Heroides and Amores,"Ovid, 43 B.C.-17 A.D. or 18 A.D",London : W. Heinemann ; New York : G.P. Putnam's Sons,,eng; lat,https://archive.org/details/ovidheroidesamor0000unse,"viii, 523 pages ; 17 cm; Latin and English on opposite pages; ""Manuscripts, editions, and textual criticism of the Heroides"": pages 5-6; ""Manuscripts and editions of the Amores"": page 314; Includes indexes",marygrovecollege; internetarchivebooks; americana; printdisabled; fav-hawkseked222; fav-jrsalles; fav-lindakb759; fav-mark_bilby; fav-o-boy; fav-reich9; fav-saint_olaf
1931,translation,100,ovidsfasti0000unse,Ovid's Fasti,"Ovid, 43 B.C.-17 A.D. or 18 A.D., author",London : Heinemann ; New York : G.P. Putnam's Sons,"Didactic poetry, Latin -- Translations into English; Fasts and feasts -- Poetry; Calendar -- Poetry; Calendar; Didactic poetry, Latin; Fasts and feasts",eng; lat,https://archive.org/details/ovidsfasti0000unse,"xxxii, 460 pages ; 17 cm; Later reprints have imprint: Cambridge, Mass. : Harvard University Press ; London : Heinemann. Some later reprints have series statement; Includes bibliographical references and index; Legacy 2018",marygrovecollege; internetarchivebooks; americana; inlibrary; printdisabled; fav-lesnightfly50; fav-user_29811
1931,translation,100,sallust0000unse_u0l1,Sallust,"Sallust, 86 B.C.-34 B.C",London : W. Heinemann ; New York : G.P. Putnam's Sons,"Sallust, 86 B.C.-34 B.C. -- Translations into English; Catiline, approximately 108 B.C.-62 B.C; Sallust, 86 B.C.-34 B.C; Jugurthine War, 111-105 B.C; Oratory, Ancient; Rome -- History -- Republic, 265-30 B.C; Rome -- History -- Revolt of Sertorius, 82-72 B.C. -- Early works to 1800; Rome -- History -- Conspiracy of Cataline, 65-62 B.C. -- Early works to 1800; Rome (Empire)",eng; lat,https://archive.org/details/sallust0000unse_u0l1,"xxvi, 535, [1] pages ; 17 cm; Includes bibliographical references (pages xxiv-xxv) and index; Introduction. -- The war with Catiline. -- The war with Jugurtha. -- Orations and letters from the histories. -- The pseudo-Sallustian works",marygrovecollege; internetarchivebooks; americana; printdisabled; fav-ea4; fav-jmb14
1931,bilingual_edition,100,onarchitecture0000vitr,On architecture,Vitruvius Pollio,"Cambridge, Mass. : Harvard University Press",Architecture -- Early works to 1800; Architecture,eng; lat,https://archive.org/details/onarchitecture0000vitr,"2 volumes : 17 cm; In On Architecture Vitruvius adds to the tradition of Greek theory and practice the results of his own experience. The contents of this treatise in ten books are as follows. Book l: Requirements for an architect; town planning; design, cities, aspects; temples. 2: Materials and their treatment. Greek systems. 3: Styles. Corinthian, Ionic, Doric, Tuscan; altars. 5: Other public buildings (fora, basilicae, theatres, colonnades, baths, harbours). 6: Sites and planning, especially of houses. 7: Construction of pavements, roads, mosaic floors, vaults. Decoration (stucco, wall painting, colours). 8: Hydraulic engineering; water supply; aqueducts. 9: Astronomy. Greek and Roman discoveries; signs of the zodiac, planets, moon phases, constellations, astrology, gnomon, sundials. 10: Machines for war and other purposes. -- Jacket; Latin text and English translation on opposite pages; Includes bibliographical references (v. 1, pages xxxii-xxxvi; v. 2, p. xli-xlvi) and indexes; v. 1. Books I-V -- v. 2. Books VI-X; v. 1. Preface -- Introduction -- Bibliography -- ON ARCHITECTURE -- Book I: Architectural principles -- Book II: Evolution of building: Use of materials -- Book III: Ionic temples -- Book IV: Doric and Corinthian temples -- Book V: Public buildings: Theatres (and music), baths, harbours -- Index -- Illustrations -- v. 2. Preface -- Introduction -- Vitruvius and the craftsmen of Rome -- Bibliography -- ON ARCHITECTURE -- Book VI: Town and country houses -- Book VII: Interior decoration -- Book VIII: Water-supply -- Book IX: Dials and clocks -- Book X: Mechanical and military engineering -- Indexes -- Note on illustrations -- Illustrations",internetarchivebooks; printdisabled; fav-brigitte_rot; fav-clavius; fav-eugelacroix; fav-isanzen; fav-khenisjan; fav-lucelle_olino; fav-m_l844; fav-olof730; ambslibrary-ol; binghamton-ol; brynmawr-ol; marymount-ol; randolph-macon-college-ol; rochester-ol; the-claremont-colleges-ol; unb-ol; universityofoklahoma-ol
1931,bilingual_edition,100,onarchitecture0001vitr,On architecture,Vitruvius Pollio,"Cambridge, Mass. : Harvard University Press",Architecture -- Early works to 1800; Architecture -- Ouvrages avant 1800; Architecture,eng; lat,https://archive.org/details/onarchitecture0001vitr,"2 volumes : 17 cm; In On Architecture Vitruvius adds to the tradition of Greek theory and practice the results of his own experience. The contents of this treatise in ten books are as follows. Book l: Requirements for an architect; town planning; design, cities, aspects; temples. 2: Materials and their treatment. Greek systems. 3: Styles. Corinthian, Ionic, Doric, Tuscan; altars. 5: Other public buildings (fora, basilicae, theatres, colonnades, baths, harbours). 6: Sites and planning, especially of houses. 7: Construction of pavements, roads, mosaic floors, vaults. Decoration (stucco, wall painting, colours). 8: Hydraulic engineering; water supply; aqueducts. 9: Astronomy. Greek and Roman discoveries; signs of the zodiac, planets, moon phases, constellations, astrology, gnomon, sundials. 10: Machines for war and other purposes. -- Jacket; Latin text and English translation on opposite pages; Includes bibliographical references (v. 1, pages xxxii-xxxvi; v. 2, p. xli-xlvi) and indexes; v. 1. Books I-V -- v. 2. Books VI-X; v. 1. Preface -- Introduction -- Bibliography -- ON ARCHITECTURE -- Book I: Architectural principles -- Book II: Evolution of building: Use of materials -- Book III: Ionic temples -- Book IV: Doric and Corinthian temples -- Book V: Public buildings: Theatres (and music), baths, harbours -- Index -- Illustrations -- v. 2. Preface -- Introduction -- Vitruvius and the craftsmen of Rome -- Bibliography -- ON ARCHITECTURE -- Book VI: Town and country houses -- Book VII: Interior decoration -- Book VIII: Water-supply -- Book IX: Dials and clocks -- Book X: Mechanical and military engineering -- Indexes -- Note on illustrations -- Illustrations",internetarchivebooks; printdisabled; fav-88lebanon88; fav-antonio_barletta; fav-arisbe_a_guess_at_the_riddle; fav-beware_of_the_bookman; fav-feanor_s_bane; fav-jan_purkert; fav-learned_southron; fav-m_l844; fav-ricebowls; fav-rosenzc; fav-sirius_roald_wren; fav-smartsoon10
1934,bilingual_edition,100,marcusporciuscat0000cato,"Marcus Porcius Cato, On agriculture ; Marcus Terentius Varro, On agriculture.","Cato, Marcus Porcius, 234 B.C.-149 B.C",London : Heinemann ; Cambridge : Harvard University Press,Agriculture -- Early works to 1800; Agriculture,lat; eng,https://archive.org/details/marcusporciuscat0000cato,"xxv, 542 pages ; 17 cm; Translation of De agri cultura and Rerum rusticarum libri tres; Text in latin and English on opposite pages; Reprinted in 1936; Includes bibliographical references (pages xxiii-xxv) and index; On agriculture / Marcus Porcius Cato -- On agriculture / Marcus Terentius Varro",marygrovecollege; internetarchivebooks; americana; inlibrary; printdisabled; fav-dinky-di_aussie; fav-ggrillea; fav-historicallyachair; fav-kapka2592; fav-liuyali520; fav-oscar_rozas; fav-sjpp; fav-swampmistress
1934,bilingual_edition,100,minorlatinpoetsw00duffuoft,Minor Latin poets; with introductions and English translations,"Duff, J. Wight (John Wight), 1866-1944; Duff, A. M. (Arnold Mackay), 1900-",London Heinemann,Latin poetry (Collections); Latin poetry -- Translations into English; English poetry -- Translations from Latin,eng,https://archive.org/details/minorlatinpoetsw00duffuoft,26,robarts; toronto; university_of_toronto; fav-alib; fav-arthur_colpani_da_silva; fav-chapalan; fav-clavius; fav-daniel_witt; fav-flore_starker; fav-gryphoenix; fav-kenna_mac_ewen; fav-m_libanati; fav-magistera; fav-marccic; fav-mariaclassic; fav-mkusio; fav-mlmoore57; fav-pasquale964; fav-ric_brown; fav-sarainerey; fav-viictor_speran_a
1934,bilingual_edition,100,valeriusflaccus0000unse,Valerius Flaccus,"Valerius Flaccus, Gaius, active 1st century","Cambridge, Mass., Harvard University Press; London, W. Heinemann, Ltd.","Jason (Mythological character) -- Poetry; Medea, consort of Aegeus, King of Athens (Mythological character) -- Poetry; Jason (Mythological character); Medea, consort of Aegeus, King of Athens (Mythological character); Epic poetry, Latin -- Translations into English; Argonauts (Greek mythology) -- Poetry; Argonauts (Greek mythology); Epic poetry, Latin",eng; lat,https://archive.org/details/valeriusflaccus0000unse,"xxi, 458 pages, 1 leaf 17 cm; Valerius Flaccus, Gaius, Latin poet who flourished in the period c. A.D. 70-90, composed during the course of the decade 70-80, in smooth monotonous correct and sometimes obscure style, an incomplete epic 'Argonautica' in eight books on the Quest for the Golden Fleece. The poem is typical of his age, being a free re-handling of the story already told by Apollonius Rhodius (LCL No. 1) to whom he is superior in arrangement, vividness, and description of character. He shows much imitation of the language and thought of Virgil, and much learning, rhetoric, and ornamentation. The chief interest of the epic lies in the relations between Medea and Jason, especially the growth of Medea's love where Valerius is at his best. The long series of adventures and various 'Roman' allusions suggest that the poet meant to do honour to Vespasian (to whom the epic is dedicated) with special reference to that emperor's ships in waters round Britain; Latin and English on opposite pages; Includes bibliographical references (page xxi); Introduction Bibliography Book I Book II Book III Book IV Book V Book VI Book VII Book VIII",marygrovecollege; internetarchivebooks; americana; printdisabled; fav-agentq_be; fav-denabit; fav-fortuna11; fav-janiceopenlibrary; fav-nik4o7; fav-thecryptz; fav-vicente_matts; ambslibrary-ol; drakeuniversity-ol; gwulibraries-ol; ithacacollege-ol; the-claremont-colleges-ol; uni-ol; wrlc-ol
1935,bilingual_edition,100,ammianusmarcelli0001ammi,Ammianus Marcellinus,Ammianus Marcellinus,"Cambridge, Mass. : Harvard University Press; London : W. Heinemann ltd.","Rome -- History -- Empire, 284-476",eng; lat,https://archive.org/details/ammianusmarcelli0001ammi,"3 v., 2 pl : 17 cm; Latin and English on opposite pages; ""Bibliographical note"": v. 1, p. xlix",internetarchivebooks; printdisabled; inlibrary; fav-dhgulick; fav-egopro; fav-elliot_sven; fav-jweretka; fav-manuel_zamacona; fav-mjuninn; fav-pk_10; fav-user_35714; openlibrary-d-ol
1935,bilingual_edition,100,verrineorations0002unse,"The Verrine orations / Vol. 2 Against Verres: part 2, books 3, 4 and 5","Cicero, Marcus Tullius","Cambridge, Mass. : Harvard University Press ; London : William Heinemann",Latin literature,eng,https://archive.org/details/verrineorations0002unse,Parallel Latin and English text,marygrovecollege; internetarchivebooks; americana; inlibrary; printdisabled; fav-dfsiosdgiodhoihidf; fav-joantb; fav-orbilia; fav-roter_fuchs
1938,bilingual_edition,100,mediaevallatinly0000unse,Mediaeval Latin lyrics,"Waddell, Helen, 1889-1965, comp. and tr",New York : Henry Holt and Company,"Latin poetry, Medieval and modern -- Translations into English; English poetry -- Translations from Latin; Latin poetry, Medieval and modern",lat; eng,https://archive.org/details/mediaevallatinly0000unse,"viii, 352 pages ; 20 cm; Latin and English; ""First published 1929; second edition 1930; third editiion 1930; fourth edition revised 1933.""; ""Reprinted 1938.""; Biographical notes: Copa -- Petronius -- Pulchra comis -- Te vigilans oculis : O blandis oculos -- Dic quid agis -- Ausonius and Paulinus of Nola -- Prudentius -- Boethius -- Venantius Fortunatus -- St. Columba -- Colman the Irishman -- A scholar of Malmesbury -- Alcuin -- Ms. of Monte Cassino -- Angilbert -- Hrabanus Maurus -- Walafrid Strabo -- Sedulius Scottus -- The Abbot of Angers -- Radbod -- Eugenius Vulgarius -- Alba -- St. Michael -- Vestiunt silve -- Iam dulcis amica -- Heriger, Bishop of Mainz -- Levis exsurgit zephyrus -- Sigebert of Gembloux -- Peter Abelard -- The Archpoet -- Ms. of Benedictbeuern -- De ramis cadunt folia -- Ipsa mihi vitam reddidit",marygrovecollege; internetarchivebooks; americana; inlibrary; printdisabled; fav-gabriel_jaloto; fav-jorge_bandarra; fav-minara1111; fav-palingenes; fav-v_palenyy
1939,bilingual_edition,100,petronius0000unse,Petronius,Petronius Arbiter,"London, W. Heinemann, Cambridge, Mass., Harvard University Press","Satire, Latin",eng; lat,https://archive.org/details/petronius0000unse,"xviii, 423 pages, 1 leaf 17 cm; Latin and English on opposite pages; Includes bibliographical references (pages xix-xxiii)",marygrovecollege; internetarchivebooks; americana; inlibrary; printdisabled; fav-25jedgar; fav-lindakb759; fav-lingoleng; fav-sublimearcade1900
1946,bilingual_edition,100,quintuscurtius0001unse,"Quintus Curtius with an English translation. 1, Books 1-5","Curtius Rufus, Quintus",London : Heinemann,"Alexander, the Great, 356 B.C.-323 B.C",eng; lat,https://archive.org/details/quintuscurtius0001unse,"xxxv, 429 pages, folded map",marygrovecollege; internetarchivebooks; americana; inlibrary; printdisabled; fav-costudies; fav-pascal_t; fav-t_anderson_777
1949,bilingual_edition,100,prudentius00pruduoft,Prudentius,"Prudentius, b. 348; Thompson, Henry John, 1881-","Cambridge, MA : Harvard University Press",Apologetics; Theology,lat; eng,https://archive.org/details/prudentius00pruduoft,Latin and English on opposite pages; 27 31,kellylibrary; toronto; university_of_toronto; fav-alandia; fav-alib; fav-avapetrucci; fav-christine_garrison740; fav-crofut71; fav-david_kester; fav-egopro; fav-eric_champion; fav-hawkseked222; fav-jackland7564; fav-jesus_and_mary_love_you; fav-lostokie; fav-marccic; fav-monachusignotus; fav-myriam_biselx; fav-nicodemus9; fav-pascal_t; fav-pblctr; fav-stefanobyzas
1951,bilingual_edition,100,suetoniuswitheng0002suet,Suetonius : with an English translation,"Suetonius, approximately 69-approximately 122","Cambridge, Mass. : Harvard University Press ; London : William Heinemann","Rome -- History -- Empire, 30 B.C.-284 A.D; Rome -- Histoire -- 30 av. J.-C.-284 (Empire); Rome (Empire)",lat; eng,https://archive.org/details/suetoniuswitheng0002suet,"2 volumes (xxxi, 497, vii, 555 pages) : 17 cm; Latin and English on opposite pages; ""The translation of the Lives of the Caesars is based upon the text of Maximilian Ihm, Leipzig, 1907 (editio minor, 1900)""--Preface; Includes bibliographical references; v. 1. The lives of the Caesars, books 1-4 -- v. 2. The lives of the Caesars, books 5-8 ; The lives of illustrious men",internetarchivebooks; printdisabled; fav-eohlson
